Month	WeekOfMonth	DayOfWeek	Make	AccidentArea	DayOfWeekClaimed	MonthClaimed	WeekOfMonthClaimed	Sex	MaritalStatus	Age	Fault	PolicyType	VehicleCategory	VehiclePrice	FraudFound	PolicyNumber	RepNumber	Deductible	DriverRating	Days:Policy-Accident	Days:Policy-Claim	PastNumberOfClaims	AgeOfVehicle	AgeOfPolicyHolder	PoliceReportFiled	WitnessPresent	AgentType	NumberOfSuppliments	AddressChange-Claim	NumberOfCars	Year	BasePolicy
Apr	2	Friday	Pontiac	Urban	Monday	Apr	4	Male	Single	30	Third Party	Sedan - Liability	Sport	"30,000 to 39,000"	No	611	10	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Liability
May	5	Sunday	Toyota	Rural	Monday	Jun	1	Male	Single	29	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	612	5	400	2	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	All Perils
Jul	2	Wednesday	Pontiac	Urban	Wednesday	Jul	2	Male	Married	30	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	613	16	500	1	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	1 to 2	2 to 3 years	1 vehicle	1994	Liability
Jun	2	Friday	Honda	Urban	Tuesday	Jun	3	Male	Single	0	Policy Holder	Sedan - Collision	Sedan	"more than 69,000"	No	614	4	400	4	more than 30	more than 30	2 to 4	new	16 to 17	No	No	External	none	no change	1 vehicle	1994	Collision
Jun	2	Wednesday	Pontiac	Urban	Wednesday	Jun	3	Male	Married	34	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	615	16	400	4	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Collision
Jun	2	Tuesday	Honda	Urban	Tuesday	Jun	2	Male	Married	41	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	616	10	400	2	more than 30	more than 30	1	7 years	36 to 40	No	No	External	more than 5	no change	3 to 4	1994	Liability
Mar	4	Friday	Honda	Urban	Tuesday	Apr	1	Male	Married	27	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	617	15	400	1	more than 30	more than 30	2 to 4	4 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	Liability
Jan	3	Saturday	Toyota	Urban	Monday	Jan	5	Male	Single	28	Policy Holder	Sedan - Collision	Sedan	"less than 20,000"	Yes	618	8	400	3	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	Collision
Jan	3	Sunday	Ford	Urban	Thursday	Feb	1	Female	Married	45	Third Party	Sedan - Collision	Sedan	"40,000 to 59,000"	No	619	6	400	4	more than 30	more than 30	more than 4	6 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	Collision
Mar	1	Saturday	Toyota	Urban	Monday	Mar	2	Male	Married	60	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	620	15	400	4	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	more than 5	no change	1 vehicle	1994	All Perils
May	4	Saturday	Mazda	Urban	Tuesday	Jun	3	Male	Married	52	Policy Holder	Sedan - Collision	Sedan	"40,000 to 59,000"	No	621	4	700	4	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1994	Collision
Oct	5	Sunday	Mazda	Urban	Monday	Oct	5	Female	Married	47	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	622	9	400	2	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1994	Liability
Oct	5	Tuesday	Honda	Urban	Monday	Nov	1	Male	Married	44	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	623	16	400	4	more than 30	more than 30	none	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1994	Collision
Sep	5	Thursday	Honda	Urban	Wednesday	Oct	3	Male	Married	31	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	624	7	400	3	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	All Perils
Aug	3	Wednesday	Chevrolet	Rural	Monday	Sep	3	Male	Married	52	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	625	4	400	4	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1994	All Perils
Jul	2	Wednesday	Pontiac	Urban	Monday	Jul	3	Male	Married	42	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	626	7	400	2	more than 30	more than 30	none	6 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	Collision
Jul	2	Thursday	Toyota	Urban	Tuesday	Jul	3	Male	Married	33	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	627	15	400	3	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Collision
Nov	1	Sunday	Pontiac	Urban	Monday	Nov	2	Male	Married	33	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	628	4	400	1	more than 30	more than 30	more than 4	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	Liability
Nov	1	Sunday	Pontiac	Urban	Friday	Nov	2	Male	Married	55	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	629	13	400	3	more than 30	more than 30	none	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1994	All Perils
Jun	4	Monday	Ford	Urban	Monday	Jun	4	Male	Married	33	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	630	2	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Liability
May	1	Friday	Pontiac	Rural	Tuesday	May	2	Male	Married	35	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	631	2	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	4 to 8 years	2 vehicles	1994	Collision
Apr	1	Monday	Pontiac	Urban	Thursday	Apr	1	Female	Married	45	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	632	10	400	4	more than 30	more than 30	none	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1994	All Perils
Nov	3	Thursday	Ford	Urban	Thursday	Nov	3	Male	Married	59	Policy Holder	Sedan - Collision	Sedan	"40,000 to 59,000"	No	633	11	400	1	more than 30	more than 30	1	more than 7	51 to 65	No	No	Internal	3 to 5	no change	1 vehicle	1994	Collision
Nov	3	Wednesday	Mazda	Urban	Friday	Nov	3	Male	Single	29	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	634	3	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	Liability
Nov	3	Tuesday	Mazda	Urban	Wednesday	Nov	3	Male	Single	46	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	635	9	400	3	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1994	Liability
Apr	3	Friday	Pontiac	Urban	Monday	Apr	3	Male	Married	39	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	636	9	400	3	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	External	none	no change	1 vehicle	1994	All Perils
Nov	3	Sunday	Pontiac	Urban	Tuesday	Nov	4	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	637	5	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Collision
Nov	4	Monday	Honda	Urban	Wednesday	Dec	2	Male	Single	24	Policy Holder	Sport - Collision	Sport	"more than 69,000"	No	638	5	400	3	more than 30	more than 30	none	5 years	26 to 30	No	No	External	none	1 year	1 vehicle	1994	Collision
Aug	5	Monday	Toyota	Urban	Wednesday	Aug	5	Female	Married	40	Third Party	Sedan - Collision	Sedan	"more than 69,000"	No	639	11	400	3	more than 30	more than 30	1	6 years	36 to 40	Yes	No	External	1 to 2	no change	1 vehicle	1994	Collision
Aug	5	Wednesday	Toyota	Urban	Wednesday	Aug	5	Male	Married	45	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	640	3	400	2	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1994	Collision
Jun	3	Tuesday	Pontiac	Urban	Monday	Jul	3	Male	Married	76	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	641	4	400	4	more than 30	more than 30	none	more than 7	over 65	Yes	No	External	none	no change	1 vehicle	1994	Liability
Apr	4	Tuesday	Pontiac	Rural	Thursday	Apr	4	Male	Married	49	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	642	11	400	2	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1994	All Perils
Mar	4	Monday	Toyota	Urban	Tuesday	Mar	4	Male	Married	31	Third Party	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	643	14	400	3	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	All Perils
Jan	3	Monday	Mazda	Urban	Tuesday	Feb	1	Male	Single	32	Third Party	Sport - Collision	Sport	"more than 69,000"	No	644	9	400	4	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Collision
Dec	2	Friday	Toyota	Urban	Monday	Dec	2	Female	Married	44	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	645	15	400	3	more than 30	more than 30	none	3 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1994	All Perils
Dec	1	Saturday	Pontiac	Rural	Wednesday	Dec	2	Male	Married	65	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	646	2	400	2	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	3 to 5	no change	1 vehicle	1994	All Perils
Jan	3	Monday	Mazda	Urban	Tuesday	Jan	4	Male	Married	30	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	Yes	647	13	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1994	Collision
Nov	3	Saturday	Toyota	Urban	Tuesday	Nov	4	Male	Single	34	Policy Holder	Sedan - Liability	Sport	"less than 20,000"	No	648	10	400	3	more than 30	more than 30	none	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1994	Liability
May	5	Wednesday	Pontiac	Urban	Wednesday	May	5	Male	Married	55	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	649	7	400	2	more than 30	more than 30	more than 4	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1994	Collision
Jan	3	Monday	Chevrolet	Rural	Wednesday	Jan	3	Male	Married	42	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	Yes	650	2	400	1	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	Liability
May	3	Friday	Pontiac	Rural	Monday	May	4	Male	Married	28	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	651	14	400	3	more than 30	more than 30	1	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	All Perils
Sep	4	Saturday	Honda	Urban	Thursday	Sep	5	Male	Married	38	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	652	16	700	2	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	1 to 2	4 to 8 years	2 vehicles	1994	All Perils
Oct	5	Saturday	Pontiac	Urban	Wednesday	Nov	1	Male	Married	26	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	653	2	400	3	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	All Perils
Oct	5	Monday	Saturn	Rural	Wednesday	Nov	1	Male	Married	43	Policy Holder	Sedan - Liability	Sport	"40,000 to 59,000"	No	654	6	400	2	15 to 30	15 to 30	more than 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	Liability
Sep	2	Monday	Toyota	Urban	Tuesday	Sep	2	Male	Married	38	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	655	6	400	1	more than 30	more than 30	more than 4	6 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1994	Liability
Sep	2	Monday	Honda	Urban	Thursday	Sep	3	Male	Married	22	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	656	9	400	2	more than 30	more than 30	1	5 years	26 to 30	No	No	External	none	no change	1 vehicle	1994	All Perils
Aug	2	Sunday	Pontiac	Urban	Thursday	Aug	2	Male	Married	46	Policy Holder	Sedan - Liability	Sport	"less than 20,000"	No	657	16	400	3	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	3 to 5	no change	3 to 4	1994	Liability
Oct	3	Saturday	Accura	Urban	Wednesday	Oct	4	Male	Married	43	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	658	6	400	2	more than 30	more than 30	1	more than 7	36 to 40	No	No	External	more than 5	no change	1 vehicle	1994	Collision
Oct	3	Friday	Saturn	Urban	Tuesday	Oct	3	Male	Married	39	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	659	5	400	4	more than 30	more than 30	1	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1994	All Perils
Dec	4	Thursday	Pontiac	Urban	Friday	Mar	3	Male	Married	37	Third Party	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	660	11	400	4	15 to 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	All Perils
Jan	3	Friday	Honda	Urban	Thursday	Apr	2	Male	Single	0	Third Party	Sedan - Liability	Sport	"more than 69,000"	No	661	3	400	3	more than 30	more than 30	1	new	16 to 17	No	No	External	none	no change	1 vehicle	1994	Liability
Jan	2	Sunday	Pontiac	Urban	Wednesday	Jan	4	Male	Married	71	Third Party	Sedan - Collision	Sedan	"less than 20,000"	No	662	2	400	3	more than 30	more than 30	2 to 4	7 years	over 65	No	No	External	1 to 2	no change	1 vehicle	1994	Collision
Dec	1	Thursday	Honda	Urban	Monday	Dec	1	Female	Single	27	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	663	7	400	1	more than 30	more than 30	1	5 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	Collision
Aug	1	Tuesday	VW	Urban	Friday	Aug	1	Male	Married	35	Third Party	Sedan - All Perils	Sedan	"60,000 to 69,000"	Yes	664	2	500	4	more than 30	more than 30	1	7 years	31 to 35	No	No	External	none	2 to 3 years	1 vehicle	1994	All Perils
Dec	2	Wednesday	Mazda	Urban	Tuesday	Dec	3	Female	Married	47	Third Party	Sedan - Collision	Sedan	"more than 69,000"	No	665	15	400	1	more than 30	more than 30	1	7 years	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1994	Collision
May	2	Thursday	Toyota	Urban	Tuesday	May	3	Male	Married	34	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	666	6	400	3	more than 30	more than 30	1	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1994	Collision
Jan	3	Tuesday	Chevrolet	Urban	Wednesday	Jan	3	Male	Married	78	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	Yes	667	9	400	3	more than 30	more than 30	1	more than 7	over 65	No	No	External	none	no change	1 vehicle	1994	Collision
Oct	4	Friday	Pontiac	Urban	Saturday	Nov	2	Male	Married	60	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	668	8	400	3	more than 30	more than 30	none	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1994	Collision
Aug	5	Sunday	Toyota	Rural	Thursday	Sep	1	Female	Single	32	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	669	12	400	2	more than 30	more than 30	none	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1994	Collision
Sep	5	Thursday	Pontiac	Urban	Thursday	Oct	1	Male	Married	57	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	670	6	400	2	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	more than 5	no change	1 vehicle	1994	Collision
Nov	3	Tuesday	Pontiac	Urban	Tuesday	Nov	3	Male	Married	41	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	671	12	400	3	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	Liability
Jul	1	Saturday	Toyota	Urban	Tuesday	Jul	2	Male	Married	34	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	672	16	400	3	more than 30	more than 30	1	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	All Perils
Jul	1	Friday	Mazda	Urban	Tuesday	Jul	1	Male	Single	31	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	673	12	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	4 to 8 years	2 vehicles	1994	Collision
May	1	Wednesday	Toyota	Urban	Wednesday	May	1	Male	Married	47	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	674	1	400	1	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1994	Liability
May	2	Wednesday	Toyota	Urban	Tuesday	May	4	Male	Married	49	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	675	13	400	1	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1994	All Perils
Jan	3	Tuesday	Toyota	Urban	Wednesday	Jan	4	Male	Single	35	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	676	5	400	4	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	All Perils
Mar	5	Monday	Toyota	Urban	Tuesday	Apr	1	Male	Married	28	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	677	6	400	2	more than 30	more than 30	1	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1994	All Perils
Apr	5	Friday	Pontiac	Urban	Wednesday	May	3	Male	Married	60	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	678	4	400	3	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	3 to 5	no change	1 vehicle	1994	All Perils
Apr	5	Saturday	Accura	Urban	Wednesday	May	1	Male	Married	39	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	679	1	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1994	Liability
Jul	1	Wednesday	Toyota	Urban	Wednesday	Jul	1	Male	Married	56	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	680	11	400	1	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1994	All Perils
Apr	3	Tuesday	Ford	Urban	Thursday	Apr	5	Male	Married	62	Policy Holder	Sedan - Liability	Sport	"40,000 to 59,000"	No	681	3	400	4	more than 30	more than 30	2 to 4	more than 7	51 to 65	No	No	External	3 to 5	no change	1 vehicle	1994	Liability
Apr	3	Wednesday	Honda	Urban	Monday	Apr	4	Male	Single	0	Policy Holder	Sedan - Liability	Sport	"more than 69,000"	No	682	2	400	2	more than 30	more than 30	2 to 4	new	16 to 17	No	No	External	none	no change	1 vehicle	1994	Liability
Nov	2	Friday	Pontiac	Urban	Wednesday	Nov	4	Male	Married	25	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	683	6	400	3	more than 30	more than 30	none	2 years	26 to 30	No	No	External	none	no change	1 vehicle	1994	Collision
Aug	2	Monday	Honda	Urban	Tuesday	Aug	2	Male	Married	52	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	684	10	400	1	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1994	Collision
Jul	3	Wednesday	Toyota	Urban	Thursday	Jul	3	Male	Married	76	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	685	13	400	3	more than 30	more than 30	1	more than 7	over 65	No	No	External	more than 5	no change	1 vehicle	1994	All Perils
Mar	2	Saturday	Toyota	Urban	Tuesday	Mar	3	Male	Married	77	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	686	3	400	4	more than 30	more than 30	none	more than 7	over 65	No	No	External	none	no change	1 vehicle	1994	All Perils
Oct	5	Friday	Pontiac	Urban	Monday	Oct	5	Male	Married	55	Third Party	Utility - All Perils	Utility	"more than 69,000"	No	687	3	400	4	more than 30	more than 30	2 to 4	more than 7	41 to 50	Yes	No	External	1 to 2	no change	1 vehicle	1994	All Perils
Oct	4	Sunday	Mazda	Urban	Monday	Oct	5	Male	Married	31	Policy Holder	Sedan - Collision	Sedan	"more than 69,000"	No	688	11	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1994	Collision
May	3	Tuesday	Toyota	Urban	Tuesday	May	3	Female	Single	34	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	689	2	400	1	more than 30	more than 30	none	5 years	31 to 35	No	No	Internal	none	no change	1 vehicle	1994	Collision
May	3	Tuesday	Mercury	Urban	Tuesday	Aug	5	Male	Married	47	Third Party	Sedan - All Perils	Sedan	"more than 69,000"	No	690	5	400	3	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1994	All Perils
Sep	3	Saturday	Ford	Urban	Wednesday	Sep	3	Male	Married	48	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	691	14	400	3	more than 30	more than 30	none	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1994	Liability
Aug	4	Friday	Pontiac	Rural	Monday	Aug	5	Male	Married	45	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	692	3	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	All Perils
Jul	1	Thursday	Honda	Urban	Wednesday	Jul	3	Female	Single	26	Third Party	Sport - Collision	Sport	"more than 69,000"	No	693	14	400	1	more than 30	more than 30	2 to 4	4 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Collision
Mar	4	Tuesday	Pontiac	Urban	Tuesday	Mar	4	Male	Married	64	Third Party	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	694	15	400	1	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	none	4 to 8 years	2 vehicles	1994	All Perils
Jul	3	Saturday	Pontiac	Urban	Thursday	Sep	2	Male	Married	37	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	695	16	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1994	Collision
Sep	2	Tuesday	Mazda	Urban	Wednesday	Sep	2	Male	Married	28	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	696	11	400	3	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1994	Collision
